ID,predicted_price
PU-1,1.8705306124337078
PU-2,1.6503690118835483
PU-3,2.7222120438480575
PU-4,1.3178418272785208
PU-5,3.845191398598219
PU-6,1.673957714369591
PU-7,1.6662154716984798
PU-8,1.670554011522192
PU-9,1.2208521567004131
PU-10,1.683470576351156
PU-11,0.9998270172678829
PU-12,3.54498769541621
PU-13,0.8295546656327044
PU-14,2.4235907049956555
PU-15,2.1088919978506064
PU-16,0.9864514265633576
PU-17,3.101531786353801
PU-18,2.656076444943343
PU-19,1.80664107030872
PU-20,3.2219768674864078
PU-21,1.9578876938571665
PU-22,1.4053600481747892
PU-23,2.922147510784639
PU-24,1.5916446893029468
PU-25,2.520637372087834
PU-26,1.6025716596359108
PU-27,1.9982729808065183
PU-28,1.6597173937360343
PU-29,2.341665194565333
PU-30,1.5701995128778679
PU-31,3.8014657922136283
PU-32,1.1929118988032756
PU-33,2.766528684140087
PU-34,1.6879264463487085
PU-35,1.5570513106885668
PU-36,1.344749751177064
PU-37,1.5956895008324767
PU-38,2.7379433576731893
PU-39,2.2545126837363614
PU-40,2.004841625173078
PU-41,1.929863228059186
PU-42,1.1613313807422416
PU-43,1.3847335750550314
PU-44,1.9846034245793855
PU-45,1.7891741577534483
PU-46,1.148288670535631
PU-47,1.5582331726877023
PU-48,1.5072670180541876
PU-49,1.7061328571184073
PU-50,2.5177930334848058
PU-51,2.482797752844998
PU-52,2.014432175408394
PU-53,1.776461386798773
PU-54,2.1972344068448257
PU-55,0.9713315847301476
PU-56,4.031987071531449
PU-57,2.922073452206544
PU-58,2.801085412572518
PU-59,1.4487100603594247
PU-60,2.4323048661574074
PU-61,1.2844045786000995
PU-62,1.1798129591141917
PU-63,1.7813319695957066
PU-64,1.0427660562597263
PU-65,2.5674034526140543
PU-66,2.0277394069354586
PU-67,1.6357977707447207
PU-68,1.1895254273190483
PU-69,1.157844977349807
PU-70,1.8659890251131002
PU-71,2.067397035061298
PU-72,2.2188830194319125
PU-73,1.1801590079892472
PU-74,2.331631497267972
PU-75,1.6239274512823614
PU-76,1.6393483972426677
PU-77,1.8018275682537428
PU-78,0.8019787425673557
PU-79,1.830329764586424
PU-80,1.255502190381316
PU-81,1.9454488815783886
PU-82,2.107951753523918
